Date Recorded,List Year,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Longitude,Latitude
2021-08-02,2020,Lebanon,13 PIGEON SWAMP RD #2,134730.0,249900.0,0.5391,Residential,Single Family,,
2021-09-22,2020,Guilford,595 WEST LAKE AVE,119470.0,856000.0,0.1395,Residential,Single Family,-72.72936,41.3243
2021-08-11,2020,Branford,133 HOTCHKISS GROVE RD,290600.0,694000.0,0.418731988,Residential,Single Family,-72.78831,41.2665
2021-06-01,2020,Brookfield,4 OLD OAK DR UNIT 302,230430.0,320000.0,0.72,Residential,Condo,-73.41158,41.46284
2021-08-31,2020,Greenwich,150 PORCHUCK ROAD,1630650.0,2500000.0,0.65226,Residential,Single Family,-73.68128,41.0762
2021-06-23,2020,Greenwich,8 THISTLE LANE,897820.0,1450000.0,0.6191,Residential,Single Family,,
2021-09-07,2020,Bristol,134 JACQUELINE DR,118580.0,250000.0,0.4743,Residential,Single Family,-72.90539,41.70353
2021-05-24,2020,Danbury,8 ROSE LA 26-7,82000.0,180000.0,0.4555,Residential,Condo,,
2021-06-30,2020,Granby,67 SILVER ST,208600.0,390000.0,0.5348,Residential,Single Family,-72.83851,42.0093
2021-07-14,2020,Manchester,99 TANNER STREET,100200.0,240000.0,0.4175,Residential,Single Family,,
2021-01-19,2020,Madison,20 FIELD BROOK RD,374100.0,600000.0,0.6235,Residential,Single Family,-72.593,41.31685
2021-07-13,2020,Enfield,8 WEST FORREST DR,106240.0,105000.0,1.0118,Residential,Single Family,,
2021-07-22,2020,Guilford,21 GREY LEDGE DR,261500.0,606000.0,0.4315,Residential,Single Family,-72.7012,41.29241
2021-02-24,2020,Killingly,1490 NORTH RD,238280.0,315000.0,0.7564,Residential,Single Family,,
2021-08-31,2020,Greenwich,61 SUMMIT ROAD,781060.0,3250000.0,0.240326154,Residential,Single Family,,
2020-11-19,2020,Ansonia,2 PROSPECT ST,126000.0,250000.0,0.504,Residential,Single Family,,
2021-06-17,2020,Greenwich,610 LAKE AVENUE,2994530.0,3700000.0,0.8093,Residential,Single Family,-73.63937,41.06701
2021-05-11,2020,Manchester,143D CLIFFSIDE DRIVE,89800.0,191000.0,0.4701,Residential,Condo,,
2021-07-26,2020,Griswold,"148 MATHEWSON ST UNITS 306, 30",82810.0,580000.0,0.1427,Residential,Condo,,
2021-06-07,2020,Killingly,4 R & R PARK,10990.0,15000.0,0.7326,Residential,Single Family,,
2021-09-21,2020,Hartford,485 WETHERSFIELD AVE,287210.0,500000.0,0.5744,Commercial,,,
2020-10-09,2020,Griswold,34 CHIOU DRIVE,163170.0,271000.0,0.602103321,Residential,Single Family,-71.90903,41.61521
2020-12-28,2020,Bethany,170 VALLEY RD,201800.0,353000.0,0.5716,Residential,Single Family,-72.98638,41.41601
2021-05-26,2020,Greenwich,36 FRANCIS LANE,424620.0,743900.0,0.570802527,Residential,Single Family,,
2020-12-04,2020,Enfield,4 REBECCA DR,241760.0,489900.0,0.4934,Residential,Single Family,,
2021-06-10,2020,Branford,17 MALTBY ST,337100.0,810000.0,0.41617284,Residential,Single Family,,
2021-02-26,2020,East Lyme,123 CHESTERFIELD RD,156170.0,330000.0,0.4732,Residential,Single Family,-72.21632,41.37998
2021-02-18,2020,Manchester,17 GARDEN DRIVE,36800.0,55000.0,0.669,Residential,Condo,,
2021-07-16,2020,Bloomfield,29 SADDLE RIDGE,210560.0,551600.0,0.381725888,Residential,Condo,-72.77636,41.83406
2021-09-13,2020,Killingly,144 PROSPECT AVE,86590.0,115000.0,0.7529,Residential,Two Family,,
2021-04-13,2020,East Hartford,30 TIMROD TR,137680.0,267000.0,0.5156,Residential,Single Family,-72.58386,41.75674
2021-03-08,2020,Madison,30 LAWSON DR,447400.0,804375.0,0.5562,Residential,Single Family,,
2021-01-20,2020,Darien,93 ROSE LANE,646730.0,850000.0,0.7608,Residential,Single Family,-73.51388,41.07341
2021-05-24,2020,Bloomfield,50 HOSKINS ROAD,187600.0,305000.0,0.615,Residential,Single Family,,
2001-12-10,2001,Bridgeport,125 TERRY PL,75600.0,165000.0,0.458181818,,,,
2020-10-01,2020,Danbury,17 GREGORY ST,190900.0,339500.0,0.5622,Residential,Single Family,,
2021-09-13,2020,Andover,122 LAKE RD,110500.0,97500.0,1.133333333,Residential,Single Family,,
2021-04-29,2020,Enfield,4 CELTIC CT,181320.0,350000.0,0.518,Residential,Single Family,-72.55751,41.9487
2021-07-26,2020,East Lyme,98 FLANDERS RD,199640.0,305000.0,0.6545,Residential,Single Family,,
2020-12-02,2020,Greenwich,1 PEAR LANE,1971760.0,3357777.0,0.5872,Residential,Single Family,,
2021-05-18,2020,Darien,20 HEATHER LA,864920.0,1401000.0,0.617359029,Residential,Single Family,,
2021-04-05,2020,Mansfield,644 CHAFFEEVILLE RD,194200.0,309000.0,0.6284,Residential,Single Family,,
2020-11-16,2020,East Windsor,9B PASCO DR,70840.0,139500.0,0.5078,Residential,Condo,,
2020-11-23,2020,Barkhamsted,6 WARNER RD,327140.0,536000.0,0.610335821,Residential,Single Family,-72.93588,41.90489
2021-05-28,2020,Farmington,88 MOUNTAIN RD,265490.0,500000.0,0.5309,Residential,Single Family,-72.81991,41.71802
2020-12-23,2020,Cornwall,7 RIVER RD SOUTH,124200.0,275000.0,0.4516,Residential,Single Family,-73.37223,41.81762
2021-07-14,2020,Bloomfield,25 RICHARD LANE,134330.0,235216.0,0.571,Residential,Single Family,,
2021-06-10,2020,Bristol,272 SUNNYDALE AVE,159250.0,290000.0,0.5491,Residential,Single Family,-72.92462,41.66457
2021-04-19,2020,Derby,7 THIRTY FOUR WEST CONDOS,111020.0,184000.0,0.6033,Residential,Condo,-73.04919,41.31289
2020-12-15,2020,Berlin,823 LOWER LANE,136600.0,233000.0,0.5862,Residential,Single Family,,
2021-07-20,2020,Enfield,12 ROY ST,90490.0,225000.0,0.4021,Residential,Single Family,-72.58285,42.02289
2020-10-05,2020,East Haddam,HAYWARDVILLE RD,49590.0,72000.0,0.6887,Vacant Land,,,
2020-10-13,2020,Burlington,MILFORD ST MBLU 4-08-2,76930.0,86000.0,0.894534884,Vacant Land,,,
2020-10-22,2020,Bristol,15-19 RACE ST,121870.0,276777.0,0.4403,Residential,Three Family,-72.94793,41.67919
2021-07-22,2020,Darien,1 LANTERN LA,1204840.0,2353000.0,0.512044199,Residential,Single Family,,
2020-10-13,2020,Cromwell,8 WEXFORD,304640.0,390000.0,0.7811,Residential,Single Family,,
2020-10-22,2020,Ansonia,2 MYRTLE AVE,130800.0,290000.0,0.451,Residential,Three Family,-73.07548,41.34568
2020-10-05,2020,Darien,535 HOYT STREET,761180.0,1350000.0,0.563837037,Residential,Single Family,,
2021-04-13,2020,Hebron,366 WEST MAIN ST,140420.0,270000.0,0.52,Residential,Single Family,-72.39533,41.65069
2020-12-16,2020,Guilford,205 MARSHALL AVE,195010.0,370000.0,0.527,Residential,Single Family,-72.68143,41.25871
2020-12-16,2020,Burlington,10 FOX GLEN,247100.0,420000.0,0.5883,Residential,Single Family,,
2020-10-08,2020,Farmington,325 OLD MOUNTAIN RD,672930.0,1262500.0,0.533,Residential,Single Family,-72.80846,41.75213
2021-07-12,2020,Darien,259 MIDDLESEX ROAD,597240.0,1360000.0,0.4391,Residential,Single Family,-73.48894,41.07905
2020-11-12,2020,Bloomfield,9 IVORY ROAD,159110.0,262000.0,0.6072,Residential,Single Family,-72.72251,41.83233
2021-05-10,2020,Groton,130 MERIDIAN ST U304,136150.0,230000.0,0.5919,Residential,Condo,-72.07007,41.35483
2021-02-03,2020,Bloomfield,154 TUNXIS AVENUE,133390.0,220000.0,0.6063,Residential,Single Family,-72.7445,41.84349
2021-09-28,2020,Branford,9 GREAT OAKS,132000.0,255000.0,0.5176,Residential,Single Family,-72.82083,41.27362
2021-04-26,2020,Hartford,57 BARBOUR ST,9940.0,35740.0,0.2781,Vacant Land,,,
2021-05-10,2020,Ansonia,33 GROVE ST,105600.0,180000.0,0.5866,Residential,Single Family,,
2020-12-30,2020,Enfield,53 VARNO LA,101210.0,140000.0,0.7229,Residential,Single Family,,
2021-08-20,2020,Chester,16 OLD COUNTY RD,79050.0,135000.0,0.5855,Vacant Land,,,
2021-02-10,2020,East Haven,330 SHORT BEACH RD #B5,84760.0,150000.0,0.565,Residential,Condo,-72.86581,41.26201
2021-04-05,2020,Greenwich,48 PARSONAGE ROAD,3663170.0,5650000.0,0.6483,Residential,Single Family,,
2021-06-11,2020,Enfield,63 DARTMOOR,161810.0,284900.0,0.5679,Residential,Condo,,
2021-09-30,2020,Darien,17 WILSON RIDGE ROAD,1120350.0,1925000.0,0.582,Residential,Single Family,-73.50133,41.06213
2021-03-17,2020,Danbury,170 OSBORNE ST,192700.0,400000.0,0.4817,Residential,Two Family,,
2021-05-04,2020,Coventry,122 ANTRIM RD,236200.0,350000.0,0.6748,Residential,Single Family,-72.31973,41.81758
2021-03-18,2020,Greenwich,15 OLD MILL ROAD,3212720.0,3500000.0,0.9179,Residential,Single Family,-73.64618,41.09064
2021-08-26,2020,Burlington,4 AVAS WAY,83980.0,910301.0,0.0922,Residential,Single Family,,
2021-09-29,2020,Killingworth,21 MADISON HOLLOW,252130.0,550000.0,0.4584,Residential,Single Family,-72.60747,41.34955
2020-11-25,2020,Greenwich,77 TACONIC ROAD,945980.0,1700000.0,0.5564,Residential,Single Family,,
2021-07-01,2020,Danbury,87 WALNUT TRAIL,85400.0,168000.0,0.5083,Residential,Single Family,,
2021-07-02,2020,Manchester,40 BRETTON ROAD,99900.0,220000.0,0.454,Residential,Single Family,,
2021-07-28,2020,Madison,348 BOSTON POST RD,352400.0,895000.0,0.3937,Residential,Single Family,,
2020-12-08,2020,Columbia,140 ROUTE 66 NORTH,144900.0,172750.0,0.8387,Residential,Single Family,,
2021-09-27,2020,Darien,81 INWOOD ROAD,715400.0,1350000.0,0.5299,Vacant Land,,-73.50013,41.1058
2021-01-19,2020,Bristol,215 CORBIN RIDGE,198940.0,399900.0,0.4974,Residential,Single Family,,
2021-01-04,2020,Farmington,124 MOUNTAIN RD,248520.0,375000.0,0.6627,Residential,Single Family,,
2021-02-11,2020,Branford,100 VILLAGE LA,101900.0,49000.0,2.0795,Residential,Condo,-72.81778,41.29835
2021-09-07,2020,East Hartford,720 SILVER LN,516500.0,854322.0,0.6045,Commercial,,,
2020-10-27,2020,Brookfield,16 LYNDENWOOD DR,386030.0,560000.0,0.6893,Residential,Single Family,-73.3665,41.47925
2020-10-01,2020,Enfield,14 CRANBROOK BLVD,198740.0,375000.0,0.5299,Commercial,,,
2021-05-13,2020,Burlington,80 DAVIS RD,177800.0,416093.0,0.4273,Residential,Single Family,,
2021-05-17,2020,Guilford,379 WHITFIELD ST CN2246,13440.0,30000.0,0.448,Residential,Condo,,
2020-11-05,2020,Branford,9 ORCHARD HEIGHTS,84800.0,138000.0,0.614492754,Residential,Condo,-72.78858,41.26672
2021-07-16,2020,Essex,30 PROSPECT ST,350500.0,1025000.0,0.34195122,Residential,Single Family,,
2021-02-19,2020,Harwinton,82 ORCHARD HILL RD,122790.0,253000.0,0.4853,Residential,Single Family,,
2021-09-07,2020,Hartford,176 BEACON ST,100695.0,288500.0,0.349,Residential,Single Family,,
2020-10-26,2020,Killingly,702 LAINEY LANE,106820.0,180000.0,0.5934,Residential,Single Family,,
2021-06-09,2020,East Lyme,100 LAURELWOOD DR,130620.0,271365.0,0.4813,Residential,Single Family,-72.23146,41.30908
2021-07-16,2020,Granby,71 QUARRY RD,229250.0,451000.0,0.5083,Residential,Single Family,,
2021-08-25,2020,Darien,81 OLD KINGS HIGHWAY SOUTH,642460.0,1157800.0,0.5548,Residential,Single Family,-73.47253,41.07184
2020-10-23,2020,Farmington,107 WELLINGTON DR,73600.0,105000.0,0.7009,Residential,Condo,,
2021-08-10,2020,Killingly,679 BAILEY HILL RD,218820.0,535000.0,0.409,Residential,Single Family,-71.81356,41.82875
2021-08-06,2020,Manchester,83 WALNUT STREET,113500.0,250000.0,0.454,Residential,Two Family,-72.53399,41.76997
2021-02-02,2020,Griswold,326 GEER RD,46480.0,40000.0,1.162,Vacant Land,,,
2021-04-05,2020,Litchfield,172 WEST ST UNIT 126/127,210330.0,300000.0,0.7011,Commercial,,-73.19755,41.74633
2020-10-02,2020,Guilford,418 OLD WHITFIELD ST,183210.0,260000.0,0.7046,Residential,Single Family,,
2021-01-21,2020,Cheshire,47 CURRIER PLACE,120240.0,171289.0,0.7019,Residential,Condo,,
2021-07-02,2020,Goshen,29 BUEFORD CT,186210.0,393000.0,0.473816794,Residential,Single Family,-73.2566,41.82161
2021-04-23,2020,Guilford,2660 LONG HILL RD,382730.0,1160000.0,0.3299,Residential,Single Family,,
2021-05-27,2020,Guilford,800 OLD NEW ENGLAND RD,201390.0,370000.0,0.544297297,Residential,Single Family,,
2021-05-19,2020,Bristol,45 GINA ST,194260.0,380000.0,0.5112,Residential,Single Family,-72.9003,41.66941
2020-10-08,2020,Hartford,11 WARNER ST,60060.0,215000.0,0.2793,Residential,Two Family,,
2020-10-07,2020,East Hartford,125 BRENTMOOR RD,132260.0,240000.0,0.551,Residential,Single Family,-72.59721,41.7618
2021-05-18,2020,Canton,55 DOWD AVENUE UNIT 24,70110.0,132000.0,0.5311,Residential,Condo,-72.90627,41.82417
2021-01-13,2020,Branford,325 WALDEN GREEN,72900.0,125000.0,0.5832,Residential,Condo,-72.8424,41.27401
2020-12-21,2020,Killingly,47 QUINEBAUG DR,157570.0,259900.0,0.6062,Residential,Single Family,-71.89459,41.78088
2021-03-02,2020,Darien,11 STANLEY RD,829710.0,1395000.0,0.5947,Residential,Single Family,,
2021-05-18,2020,Lisbon,184 NEWENT RD,115250.0,130000.0,0.8865,Residential,Single Family,,
2021-05-03,2020,Bristol,29 ALBA DR,124250.0,295000.0,0.421186441,Residential,Single Family,-72.94448,41.71012
2021-08-03,2020,Glastonbury,17 PEPPERBUSH LN,103500.0,210000.0,0.4928,Residential,Condo,,
2021-09-21,2020,Essex,16 PARKER TERR,228900.0,525000.0,0.436,Residential,Single Family,-72.39866,41.35489
2021-09-13,2020,Hartford,255 PUTNAM ST,17360.0,26000.0,0.6676,Commercial,,,
2021-07-29,2020,Enfield,8 BETTY RD,100990.0,232000.0,0.4353,Residential,Single Family,,
2020-12-21,2020,East Hartford,249 WOODYCREST DR,85930.0,225000.0,0.381911111,Residential,Single Family,,
2021-03-26,2020,East Hartford,1228 BURNSIDE AVE #C,94530.0,136386.0,0.6931,Residential,Condo,-72.58495,41.78379
2021-07-27,2020,Greenwich,24 THUNDER MOUNTAIN ROAD,4257750.0,6700000.0,0.6354,Residential,Single Family,,
2021-01-06,2020,Eastford,24 COUNTY RD,121540.0,259000.0,0.4692,Residential,Single Family,,
2021-03-22,2020,East Windsor,90 TROMLEY RD,114270.0,245000.0,0.4664,Residential,Single Family,,
2021-09-27,2020,Manchester,41 SERVER STREET,77900.0,85266.0,0.913611522,Residential,Single Family,-72.54766,41.76363
2020-11-17,2020,East Haven,144 COSEY BEACH RD,78050.0,120000.0,0.6504,Residential,Single Family,,
2020-10-28,2020,Harwinton,33 CAPORALE PASSWAY,46150.0,17500.0,2.637142857,Residential,Single Family,,
2021-06-02,2020,Darien,4 HEATHER LANE,668570.0,1268000.0,0.5272,Residential,Single Family,-73.51252,41.08645
2021-09-07,2020,Cromwell,90 SHADOW LANE,205310.0,325000.0,0.6317,Residential,Single Family,-72.64524,41.61305
2020-11-16,2020,Chester,23 LIBERTY ST,258810.0,600000.0,0.4313,Residential,Single Family,-72.45502,41.40765
2021-02-09,2020,Greenwich,18 NORIAS ROAD,620410.0,1070000.0,0.5798,Residential,Single Family,,
2021-01-21,2020,Danbury,53 PEMBROKE RD,58300.0,77000.0,0.7571,Vacant Land,,,
2021-05-26,2020,Farmington,4 ASHFORD COURT,332140.0,580000.0,0.5726,Residential,Single Family,-72.83051,41.75259
2021-08-19,2020,East Haddam,97 MOTT LANE,132000.0,239000.0,0.5523,Residential,Single Family,,
2021-07-13,2020,Bristol,956 BURLINGTON AVE,141640.0,260000.0,0.5447,Residential,Single Family,-72.94704,41.70809
2021-09-07,2020,East Haven,161 BURR ST,193520.0,330000.0,0.5864,Residential,Two Family,,
2020-11-13,2020,Farmington,9318 NEWCASTLE PLACE,160670.0,190000.0,0.8456,Vacant Land,,,
2021-03-04,2020,Avon,4 MOUNTAIN LEDGE RD,168290.0,319900.0,0.526,Residential,Single Family,,
2021-09-02,2020,Danbury,32 OAKLAND AV,250000.0,570000.0,0.4385,Residential,Two Family,-73.45296,41.40927
2021-06-23,2020,Glastonbury,84 RIDGEWOOD RD,202900.0,448000.0,0.4529,Residential,Single Family,,
2021-07-01,2020,Enfield,449 MEADOWS,136460.0,207500.0,0.6576,Residential,Condo,-72.55886,42.02976
2021-01-06,2020,Groton,0 ALLYN ST LOT 1 & 0 WHITEHALL,91490.0,57500.0,1.591130435,Vacant Land,,,
2021-05-26,2020,Chester,14 BUTTER JONES RD,254850.0,475000.0,0.536526316,Residential,Single Family,-72.51901,41.38583
2021-02-23,2020,East Lyme,3 UPPER KENSINGTON DR,149710.0,559900.0,0.2673,Residential,Single Family,,
2021-01-15,2020,Glastonbury,53 WICKHAM RD,221300.0,472500.0,0.4683,Residential,Three Family,-72.55983,41.71508
2021-05-18,2020,Killingly,35 HARTSHORN ST,147560.0,269900.0,0.5467,Residential,Single Family,-71.89095,41.77713
2020-12-01,2020,East Haddam,19 BALLAHACK RD #1,165270.0,199000.0,0.8305,Residential,Single Family,,
2021-07-14,2020,Cheshire,542 OAK AVE,97270.0,185000.0,0.5257,Residential,Condo,-72.91913,41.49204
2021-07-08,2020,Burlington,208 SPIELMAN HWY,159950.0,275000.0,0.5816,Residential,Single Family,,
2020-10-02,2020,Branford,34F ANCHOR REEF,350600.0,500000.0,0.7012,Residential,Condo,,
2021-06-25,2020,Lebanon,41 FRANCIS DR,117040.0,215000.0,0.5443,Residential,Single Family,,
2021-07-16,2020,Enfield,481 HAZARD AVE,102660.0,78918.0,1.3008,Residential,Single Family,-72.52392,41.98514
2021-05-03,2020,Danbury,18 CAROL ST,198300.0,280000.0,0.7082,Residential,Single Family,,
2021-06-15,2020,Manchester,78 BIRCH STREET,135100.0,330000.0,0.4093,Residential,Three Family,-72.51715,41.77174
2021-04-16,2020,Ansonia,175 DIVISION ST,133100.0,300000.0,0.4436,Residential,Two Family,-73.08963,41.33758
2021-06-11,2020,Easton,25 LILAC LANE,764550.0,919000.0,0.8319,Residential,Single Family,-73.24673,41.2503
2021-05-18,2020,East Lyme,4 LOVERS LN,290430.0,578000.0,0.5024,Residential,Single Family,,
2021-08-30,2020,Avon,52 OLD MILL ROAD,340820.0,550000.0,0.6196,Residential,Single Family,,
2020-11-13,2020,Greenwich,25 WEST ELM STREET UN54,342230.0,520000.0,0.6581,Residential,Condo,,
2021-03-01,2020,Danbury,5 WINDING RIDGE WAY,17500.0,625359.0,0.0279,Residential,Condo,-73.52659,41.38809
2021-09-17,2020,Bristol,201 SUNNYDALE AVE,168910.0,358000.0,0.4718,Residential,Single Family,-72.92584,41.66301
2020-10-14,2020,Griswold,16 JANICE LANE,148680.0,280000.0,0.531,Residential,Single Family,,
2021-08-23,2020,Colchester,117 BULKELEY HILL RD,156600.0,394900.0,0.39655609,Residential,Single Family,-72.34484,41.55465
2021-07-12,2020,Madison,91 MIDDLE BEACH RD,745100.0,1050000.0,0.7096,Residential,Single Family,,
2020-11-04,2020,Greenwich,41 MIANUS VIEW TERRACE,634970.0,870000.0,0.7298,Residential,Single Family,-73.58863,41.05429
2021-09-01,2020,Enfield,15 HOOVER LA,127490.0,240000.0,0.5312,Residential,Single Family,,
2021-07-01,2020,Hartford,23 BOND ST,137900.0,20000.0,6.895,Apartments,,,
2021-07-09,2020,Manchester,20 COLLINGRIDGE DRIVE,38500.0,90000.0,0.4277,Vacant Land,,,
2020-11-03,2020,Bridgewater,41 MAIN STREET SOUTH,303600.0,423000.0,0.7177,Residential,Single Family,-73.36582,41.53368
2020-11-09,2020,East Lyme,81 E PATTAGANSETT RD #33,84630.0,134000.0,0.6315,Residential,Condo,-72.20277,41.32442
2021-04-16,2020,Branford,13 WILFORD RD,237100.0,479000.0,0.4949,Residential,Single Family,,
2020-12-16,2020,Cheshire,363 E MITCHELL AVE U124,42720.0,87000.0,0.491,Residential,Condo,,
2021-07-19,2020,Manchester,3-3 OAK FOREST DRIVE,94900.0,168000.0,0.5648,Residential,Condo,,
2020-11-02,2020,Killingly,477 WAUREGAN RD,147070.0,294600.0,0.4992,Residential,Single Family,-71.89775,41.77105
2021-04-01,2020,Groton,86-1 BUDDINGTON RD,61810.0,134000.0,0.4612,Residential,Condo,,
2021-03-02,2020,Danbury,14 VICTOR ST,205200.0,350000.0,0.5862,Residential,Two Family,,
2021-03-26,2020,Avon,38 COLD SPRING ROAD,290410.0,525000.0,0.5531,Residential,Single Family,-72.87822,41.80228
2020-10-13,2020,Madison,67 ALLISON DR,534600.0,890000.0,0.6006,Residential,Single Family,-72.63298,41.29119
2021-08-25,2020,Manchester,115 DEER RUN TRAIL,58100.0,140000.0,0.415,Residential,Single Family,,
2021-08-26,2020,Danbury,107 SOUTH ST,360800.0,359000.0,1.005,Commercial,,-73.44155,41.38757
2021-03-29,2020,Danbury,46 BRENTWOOD CI,18200.0,486691.0,0.0373,Residential,Condo,-72.47384,41.70445
2020-12-02,2020,East Haven,60 ATWATER ST EXT,73920.0,115000.0,0.6427,Residential,Single Family,,
2021-08-30,2020,East Granby,69 OLD COUNTY ROAD,135600.0,270000.0,0.5022,Residential,Single Family,-72.7429,41.90794
2021-04-14,2020,Greenwich,12 OSEE PLACE,866530.0,1200000.0,0.7221,Residential,Single Family,-73.60351,41.04401
2021-02-11,2020,Bethany,15 JOHNSON RD,197360.0,347500.0,0.5679,Residential,Single Family,-73.0088,41.42401
2021-03-17,2020,Easton,166 WELLS HILL ROAD,819440.0,1125000.0,0.7283,Residential,Single Family,,
2021-09-02,2020,Bristol,10 WOODBINE ST,78680.0,135000.0,0.5828,Residential,Two Family,-72.95608,41.66851
2020-10-19,2020,Hartford,30 GREENWICH ST,38920.0,162000.0,0.2402,Residential,Single Family,-72.66629,41.79805
2021-02-02,2020,Farmington,87 BRADFORD WALK,229690.0,370000.0,0.6207,Residential,Condo,,
2021-06-02,2020,East Windsor,105 MEADOWVIEW DR,125840.0,205000.0,0.6138,Residential,Condo,-72.6087,41.89621
2020-10-16,2020,Killingly,1017 HIGH ST,92190.0,208500.0,0.4421,Residential,Single Family,,
2021-03-11,2020,Glastonbury,235 ADDISON RD,159400.0,225000.0,0.7084,Residential,Single Family,,
2021-04-28,2020,Enfield,2A FAIRVIEW AVE,148460.0,290000.0,0.5119,Residential,Single Family,-72.60019,41.98869
2021-08-03,2020,Farmington,788 FARMINGTON AV UNIT 101,285430.0,525000.0,0.5436,Residential,Condo,-72.82376,41.72598
2020-12-21,2020,Danbury,116 CENTER MEADOW LN,188000.0,340000.0,0.5529,Residential,Condo,,
2021-06-11,2020,Glastonbury,15 IMPERIAL DR,328700.0,630000.0,0.5217,Residential,Single Family,-72.47202,41.69377
2021-04-05,2020,Easton,104 MOREHOUSE ROAD,350800.0,615000.0,0.5704,Residential,Single Family,,
2021-06-07,2020,Canton,18 EVENS DRIVE,244420.0,194500.0,1.256658098,Residential,Single Family,-72.89717,41.81846
2021-05-03,2020,Manchester,625 VERNON STREET,196800.0,339000.0,0.5805,Residential,Single Family,-72.49034,41.80473
2021-07-15,2020,Avon,71 OLD WOOD ROAD,450510.0,800000.0,0.5631,Residential,Single Family,,
2021-08-20,2020,East Granby,7 RANDALL AVENUE,222200.0,366000.0,0.607103825,Residential,Single Family,,
2020-10-29,2020,Glastonbury,141 NEW LONDON TPKE,1223700.0,1550000.0,0.7894,Commercial,,,
2021-05-25,2020,Bloomfield,18 MITCHELL DRIVE,99890.0,180000.0,0.5549,Residential,Single Family,,
2020-10-09,2020,Coventry,745 MERROW RD #171,80300.0,110000.0,0.73,Residential,Condo,,
2021-06-16,2020,Hartford,785 BROAD ST,71960.0,86000.0,0.8367,Commercial,,,
2020-10-15,2020,Danbury,2 SKYLINE DR,79300.0,100000.0,0.793,Vacant Land,,-73.42343,41.393
2021-09-10,2020,Colchester,157 LAKE HAYWARD RD,232600.0,412000.0,0.5645,Residential,Single Family,,
2021-07-15,2020,Farmington,8 GREEN WOODS LA,285060.0,440000.0,0.6478,Residential,Single Family,-72.89609,41.73126
2021-01-21,2020,Bristol,124 MUIR AVE,130270.0,200000.0,0.6513,Residential,Single Family,-72.93998,41.65869
2021-09-17,2020,Columbia,21 ACRES PINE STREET,11040.0,135000.0,0.081777778,Vacant Land,,,
2020-12-15,2020,Ansonia,51 COTTAGE AVE,165700.0,310000.0,0.5345,Residential,Two Family,,
2021-08-20,2020,Bristol,38 LINCOLN ST,112280.0,340000.0,0.330235294,Residential,Three Family,-72.94391,41.68277
2021-06-22,2020,Enfield,230 ABBE RD,198250.0,335000.0,0.5917,Residential,Single Family,,
2020-12-28,2020,Glastonbury,1313 MAIN ST,321500.0,495000.0,0.6494,Residential,Single Family,,
2021-08-02,2020,Harwinton,204 SCOVILLE HILL RD,96270.0,230000.0,0.4185,Residential,Single Family,-73.10445,41.77722
2021-08-16,2020,Coventry,121 DEBORAH DR,177200.0,360000.0,0.492222222,Residential,Single Family,-72.33327,41.82249
2020-12-31,2020,Madison,59 WILDCAT RD,273100.0,526500.0,0.5187,Residential,Single Family,,
2021-08-23,2020,Brookfield,177 CANDLEWOOD LAKE RD,179430.0,420560.0,0.4266,Residential,Single Family,-73.42168,41.4631
2021-03-26,2020,Glastonbury,47 GRISWOLD ST,150200.0,258000.0,0.5821,Residential,Single Family,,
2021-09-30,2020,Barkhamsted,4 CEDAR LANE,66600.0,190500.0,0.3496,Residential,Single Family,-73.03872,41.89224
2021-05-13,2020,Groton,40 SPRING ST,746200.0,760000.0,0.9818,Residential,Single Family,,
2021-06-29,2020,East Hartford,333 GOODWIN ST,97480.0,220000.0,0.443,Residential,Single Family,,
2021-05-27,2020,East Lyme,10 N COBBLERS CT,139860.0,329000.0,0.425106383,Residential,Single Family,,
2021-05-03,2020,East Hartford,70 COLUMBUS CIR,4230460.0,413462.0,10.2317,Apartments,,,
2021-06-01,2020,Danbury,45 POCONO LN 23,257600.0,465000.0,0.5539,Residential,Condo,,
2020-10-14,2020,Bethel,27 KAYVIEW AVENUE,157990.0,320000.0,0.4937,Residential,Single Family,,
2021-07-12,2020,Branford,165 LIMEWOOD AVE,152600.0,325000.0,0.4695,Residential,Single Family,-72.79072,41.26164
2021-08-18,2020,Eastford,53 WESTFORD RD,94180.0,137500.0,0.6849,Residential,Single Family,,
2021-07-01,2020,Greenwich,51 WILLOWMERE CIRCLE,3327920.0,7647500.0,0.4351,Residential,Single Family,,
2021-08-04,2020,Harwinton,192 WHETSTONE RD,249300.0,455000.0,0.5479,Residential,Single Family,,
2020-12-21,2020,Farmington,33 VALLEY VIEW DR,277700.0,590000.0,0.4706,Residential,Single Family,,
2021-05-04,2020,Danbury,50 BOULEVARD DR,131100.0,78000.0,1.680769231,Residential,Single Family,-73.50591,41.38325
2002-06-25,2001,East Hampton,14 NAMONEE TRL,80840.0,138900.0,0.58200144,,,,
2021-02-09,2020,East Hartford,51 HOLLISTER DR,74780.0,140000.0,0.5341,Residential,Single Family,,
2021-03-30,2020,Branford,55 FOXBRIDGE VILLAGE,122900.0,216900.0,0.5666,Residential,Condo,,
2021-06-08,2020,Manchester,153 MAPLE STREET,94400.0,165000.0,0.5721,Residential,Single Family,-72.51329,41.76878
2020-12-21,2020,Ashford,80 SQUAW HOLLOW RD,119020.0,270000.0,0.440814815,Residential,Single Family,,
